passthrough_source_REALTIME^passthrough_source^ElasticSearch
passthrough_source_HISTORIC^passthrough_source^Kafka
passthrough_scenario_ElasticSearch^passthrough_scenario^REALTIME
passthrough_scenario_Kafka^passthrough_scenario^HISTORIC
first_tick_bucket_unit_SECOND^first_tick_bucket_unit^SECOND
first_tick_bucket_unit_UNIT^first_tick_bucket_unit^UNIT
first_tick_event_type_EVENT^first_tick_event_type^EVENT
first_tick_event_type_STATIC^first_tick_event_type^STATIC
last_tick_bucket_unit_SECOND^last_tick_bucket_unit^SECOND
last_tick_bucket_unit_UNIT^last_tick_bucket_unit^UNIT
last_tick_event_type_EVENT^last_tick_event_type^EVENT
last_tick_event_type_STATIC^last_tick_event_type^STATIC
average_bucket_unit_SECOND^average_bucket_unit^SECOND
average_bucket_unit_UNIT^average_bucket_unit^UNIT
average_bucket_build_BUCKET_START^average_bucket_build^BUCKET_START
average_bucket_build_BUCKET_END^average_bucket_build^BUCKET_END
average_window_type_SLIDING^average_window_type^SLIDING
average_window_type_BATCH^average_window_type^BATCH
sum_bucket_unit_SECOND^sum_bucket_unit^SECOND
sum_bucket_unit_UNIT^sum_bucket_unit^UNIT
sum_bucket_build_BUCKET_START^sum_bucket_build^BUCKET_START
sum_bucket_build_BUCKET_END^sum_bucket_build^BUCKET_END
sum_window_type_SLIDING^sum_window_type^SLIDING
sum_window_type_BATCH^sum_window_type^BATCH
count_bucket_unit_SECOND^count_bucket_unit^SECOND
count_bucket_unit_UNIT^count_bucket_unit^UNIT
count_bucket_build_BUCKET_START^count_bucket_build^BUCKET_START
count_bucket_build_BUCKET_END^count_bucket_build^BUCKET_END
count_window_type_SLIDING^count_window_type^SLIDING
count_window_type_BATCH^count_window_type^BATCH
min_bucket_unit_SECOND^min_bucket_unit^SECOND
min_bucket_unit_UNIT^min_bucket_unit^UNIT
min_bucket_build_BUCKET_START^min_bucket_build^BUCKET_START
min_bucket_build_BUCKET_END^min_bucket_build^BUCKET_END
min_window_type_SLIDING^min_window_type^SLIDING
min_window_type_BATCH^min_window_type^BATCH
max_bucket_unit_SECOND^max_bucket_unit^SECOND
max_bucket_unit_UNIT^max_bucket_unit^UNIT
max_bucket_build_BUCKET_START^max_bucket_build^BUCKET_START
max_bucket_build_BUCKET_END^max_bucket_build^BUCKET_END
max_window_type_SLIDING^max_window_type^SLIDING
max_window_type_BATCH^max_window_type^BATCH
calculate_bucket_unit_SECOND^calculate_bucket_unit^SECOND
calculate_bucket_unit_UNIT^calculate_bucket_unit^UNIT
calculate_bucket_build_BUCKET_START^calculate_bucket_build^BUCKET_START
calculate_bucket_build_BUCKET_END^calculate_bucket_build^BUCKET_END
calculate_window_type_SLIDING^calculate_window_type^SLIDING
calculate_window_type_BATCH^calculate_window_type^BATCH
